artId,namees,precio,bianhao,Visibilidad en el cat?ogo,categoria,Publicado,usercode,imageUrl
1000009874,PLUMA Y PAPEL EN ROLLO,0.3,8666661105373,visible,ROLLO DE COLOR,1,10537,1000009874.jpg
1000009830,ROLLOS DE COLOR,0.41,8666661105311,visible,ROLLO DE COLOR,1,10531,1000009830.jpg
1000009831,ROLLOS DE COLOR,0.41,8666661105311,visible,ROLLO DE COLOR,1,10531-1,1000009831.jpg
1000009840,ROLLOS DE COLOR,0.41,8666661105311,visible,ROLLO DE COLOR,1,10531-2,1000009840.jpg
1000009832,ROLLOS DE COLOR,0.41,8666661105311,visible,ROLLO DE COLOR,1,10531-3,1000009832.jpg
1000009833,ROLLOS DE COLOR,0.41,8666661105311,visible,ROLLO DE COLOR,1,10531-4,1000009833.jpg
1000009841,ROLLOS DE COLOR,0.41,8666661105311,visible,ROLLO DE COLOR,1,10531-5,1000009841.jpg
1000009834,ROLLOS DE COLOR,0.41,8666661105311,visible,ROLLO DE COLOR,1,10531-6,1000009834.jpg
1000009835,ROLLOS DE COLOR,0.41,8666661105311,visible,ROLLO DE COLOR,1,10531-7,1000009835.jpg
1000009842,ROLLOS DE COLOR,0.41,8666661105311,visible,ROLLO DE COLOR,1,10531-8,1000009842.jpg
1000009836,ROLLOS DE COLOR,0.41,8666661105311,visible,ROLLO DE COLOR,1,10531-9,1000009836.jpg
1000009837,ROLLOS DE COLOR,0.41,8666661105311,visible,ROLLO DE COLOR,1,10531-10,1000009837.jpg
1000009838,ROLLOS DE COLOR,0.41,8666661105311,visible,ROLLO DE COLOR,1,10531-11,1000009838.jpg
1000009839,ROLLOS DE COLOR,0.41,8666661105311,visible,ROLLO DE COLOR,1,10531-12,1000009839.jpg
1000009843,ROLLOS DE COLOR,0.41,8666661105311,visible,ROLLO DE COLOR,1,10531-13,1000009843.jpg
1000009844,ROLLOS DE COLOR,0.47,8666661105328,visible,ROLLO DE COLOR,1,10532,1000009844.jpg
1000009845,ROLLOS DE COLOR,0.47,8666661105328,visible,ROLLO DE COLOR,1,10532-1,1000009845.jpg
1000009846,ROLLOS DE COLOR,0.47,8666661105328,visible,ROLLO DE COLOR,1,10532-2,1000009846.jpg
1000009847,ROLLOS DE COLOR,0.47,8666661105328,visible,ROLLO DE COLOR,1,10532-3,1000009847.jpg
1000009848,ROLLOS DE COLOR,0.47,8666661105328,visible,ROLLO DE COLOR,1,10532-4,1000009848.jpg
1000009849,ROLLOS DE COLOR,0.47,8666661105328,visible,ROLLO DE COLOR,1,10532-5,1000009849.jpg
1000009850,ROLLOS DE COLOR,0.47,8666661105328,visible,ROLLO DE COLOR,1,10532-6,1000009850.jpg
